,1
21,0
1,101634
1,79103
1,77571
1,115261
1,171663
1,306224
1,287304
1,294498
1,198779
1,413201
1,258308
1,339871
1,201466
1,325685
1,421671
1,249780
1,283141
1,203296
1,312304
1,115258
1,260469
1,199440
1,297582
1,604304
1,549923
1,546716
1,443409
1,614604
1,657462
1,569299
1,402411
1,324636
1,361444
1,426831
1,418078
1,220567
1,170017
1,112156
1,83188
1,98583
1,116525
1,62523
1,70136
1,102699
1,32385
1,63773
1,32157
1,81634
1,32856
1,33345
2,35082
2,6781
2,31101
