,19,5,1,1
5,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000
5,0.0000,0.0000,0.0000,0.0000
5,0.0320,0.0320,0.5904,0.1748
5,0.0320,0.0320,0.7749,0.2278
5,0.3750,0.3750,0.7749,0.3780
5,1.0000,1.0000,1.0000,1.0000
