,4,5,5,5,5,5,5,5,5
5,54,4,,,,,,,
5,911,1144,28,,,,,,
5,602,2951,1437,15,,,,,
5,251,1560,2969,1170,36,,,,
5,48,762,1962,3573,1425,80,,,
5,6,77,730,1907,2649,1447,13,,
5,,8,102,698,1120,1516,286,2,
5,,4,22,143,396,531,379,88,5
3,,5,3,38,80,128,77,85,38
3,,,2,7,16,12,5,10,15
