,4,5,5,5,5,5,5,5,5
5,41,,,,,,,,
5,327,209,7,,,,,,
5,182,661,216,3,,,,,
5,90,419,655,234,1,,,,
5,12,218,573,583,202,12,,,
5,3,24,267,392,490,214,1,,
5,1,,20,143,255,211,12,,
5,3,,4,64,118,119,12,3,
3,,1,6,32,59,51,6,1,2
3,1,,2,3,12,8,1,1,
