,1
28,0
1,5
1,15
1,20
1,22
1,45
1,56
1,59
1,106
1,124
1,191
1,193
1,207
1,216
1,241
1,229
1,218
1,229
1,283
1,243
1,162
1,195
1,212
1,224
1,176
1,175
1,153
1,155
1,125
1,126
1,123
1,118
1,108
1,88
1,120
1,121
1,90
1,95
1,116
1,86
1,58
1,43
1,37
1,23
1,18
1,12
1,4
1,7
1,7
1,1
1,2
1,
1,
1,
1,
1,
1,1
