,1
28,0
1,18
1,30
1,32
1,47
1,41
1,68
1,101
1,130
1,217
1,257
1,310
1,271
1,310
1,321
1,343
1,359
1,380
1,443
1,378
1,282
1,271
1,284
1,306
1,279
1,213
1,193
1,183
1,162
1,122
1,132
1,100
1,106
1,105
1,83
1,84
1,79
1,86
1,61
1,73
1,52
1,47
1,31
1,13
1,12
1,15
1,7
1,8
1,5
1,4
1,4
1,0
1,1
