,4,5,5,5,5,5,5
5,2595237,0,0,0,0,0,0
5,4115955.048,7248995.457,184296.4947,0,0,0,0
5,2905708.194,13207764.52,4358562.29,0,0,0,0
5,1315823.182,7163926.212,10526585.45,219303.8636,73101.28788,0,0
5,342270.0353,1283512.633,12578423.8,3508267.862,6075293.127,427837.5442,0
5,185706.7148,649973.5018,4549814.513,6221174.946,10213869.31,3899841.011,0
5,0,203782.9538,101891.4769,3973767.6,5298356.8,9985364.738,305674.4308
5,0,438904.2597,109726.0649,0,109726.0649,5376577.182,2413973.429
5,0,0,0,0,120321.5,0,360964.5
5,0,0,0,0,0,0,0
