,4,5,5,5,5,5,5
5,51,0,0,0,0,0,0
5,67,118,3,0,0,0,0
5,44,200,66,0,0,0,0
5,18,98,144,3,1,0,0
5,4,15,147,41,71,5,0
5,2,7,49,67,110,42,0
5,0,2,1,39,52,98,3
5,0,4,1,0,1,49,22
5,0,0,0,0,1,0,3
5,0,0,0,0,0,0,0
